id,type,info_name,info_image,info_ghi chú,info_đạo diễn,info_sản xuất,info_biên kịch,info_cốt truyện,info_diễn viên,info_âm nhạc,info_quay phim,info_dựng phim,info_hãng sản xuất,info_phát hành,info_công chiếu,info_thời lượng,info_ngôn ngữ,info_budget,info_doanh thu,info_1,info_2,info_3,info_4,info_5,info_6,info_7,info_8,info_9,info_10,info_11,info_12,info_13,info_14,info_15,info_16,infobox_tên,infobox_ghi chú,infobox_director,infobox_sản xuất,infobox_biên kịch,infobox_cốt truyện,infobox_cast,infobox_âm nhạc,infobox_quay phim,infobox_dựng phim,infobox_hãng sản xuất,infobox_phát hành,infobox_công chiếu,infobox_duration,infobox_language,infobox_budget,infobox_box_office,infobox_1,infobox_2,infobox_3,infobox_4,infobox_5,infobox_6,infobox_7,infobox_8,infobox_9,infobox_10,infobox_11,infobox_12,infobox_13,infobox_14,infobox_15,infobox_16,infobox_genre,info_tác giả,info_kịch bản,info_studio,info_quốc gia,info_kinh phí,info_website,info_imdb_id,infobox_tác giả,infobox_kịch bản,infobox_studio,infobox_country,infobox_website,infobox_imdb_id,info_caption,info_director,info_producer,info_writer,info_starring,info_music,info_cinematography,info_editing,info_distributor,info_released,info_runtime,info_country,info_language,info_gross,infobox_name,infobox_image,infobox_caption,infobox_producer,infobox_writer,infobox_starring,infobox_music,infobox_cinematography,infobox_editing,infobox_distributor,infobox_released,infobox_runtime,infobox_gross,infobox_định dạng,infobox_đơn vị sản xuất,infobox_network,infobox_first_aired,infobox_số tập,infobox_kích thước hình,infobox_kênh,infobox_phát sóng đầu,infobox_phát sóng cuối,infobox_show_name,infobox_format,infobox_based_on,infobox_num_episodes,infobox_company,infobox_channel,infobox_first_run,infobox_last_aired,infobox_image_size,infobox_narrator,infobox_screenplay,infobox_story,infobox_dẫn phim,infobox_dựa trên,infobox_17,infobox_18,infobox_19,infobox_20,infobox_show_name_2,infobox_creator,infobox_developer,infobox_num_seasons,infobox_executive_producer,infobox_editor,infobox_location,infobox_bgcolor,infobox_creative_director,infobox_theme_music_composer,infobox_opentheme,infobox_endtheme,infobox_preceded_by,infobox_followed_by,infobox_cỡ hình,infobox_người dẫn chuyện,infobox_img_size,infobox_df,infobox_Thiết kế mỹ thuật,infobox_id,infobox_title,infobox_camera,infobox_picture_format,infobox_based on,infobox_chú thích,infobox_italic title,infobox_Âm nhạc,infobox_phần trước,infobox_phần sau,infobox_nhạc kết,infobox_Nhan đề nghiêng,infobox_giám đốc sản xuất,infobox_công ty sản xuất,infobox_chú thích hình,infobox_imagesize,infobox_first_aired_vn,infobox_channel_vn,infobox_tên khác,infobox_composer,infobox_biên tập,infobox_độ dài,infobox_alt_name,infobox_open_theme,infobox_bgcolour,infobox_related,infobox_director of Photography,infobox_part,infobox_chỉ đạo nghệ thuật,infobox_creat‌ive_director,infobox_định_dạng_hình_ảnh,infobox_số phần,infobox_địa điểm,infobox_giám chế,infobox_nhạc dạo,infobox_last_aired_vn,infobox_phát sóng,infobox_nhạc sĩ,infobox_presenter,infobox_judges,infobox_picture,infobox_audio_format,infobox_italic_title,infobox_lồng tiếng,infobox_chương trình liên quan,infobox_imdb_rating,infobox_awards,infobox_Số tập,infobox_kỹ thuật quay,infobox_amg_id,infobox_state,infobox_image_alt,infobox_narrated,infobox_slogan,infobox_EpisodeNumber,infobox_Title,infobox_OriginalAirDate,infobox_ShortSummary,infobox_DOP,infobox_image size,infobox_num_series,infobox_co_exec,infobox_supervising_producer,infobox_wardrobe,infobox_stylist,infobox_border,infobox_định dạng âm thanh,infobox_end_theme,infobox_phát triển,infobox_inspired_by,infobox_production_website,infobox_color,infobox_D.O.P,infobox_Đạo diễn Hình Ảnh,infobox_phụ hòa âm,infobox_kênh vn,infobox_story_editor,infobox_số mùa,infobox_Website,infobox_list_episodes,infobox_voices,infobox_đạo diễn hình ảnh,infobox_alt,infobox_dẫn chương trình,infobox_hn,infobox_production_companies,infobox_1st AD,infobox_makeup,infobox_họa sĩ thiết kế
Cây Huê xà,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xuân Cường,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,"chính kịch, điện ảnh, truyền hình",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,Cây huê xà,,,,Phạm Thùy Nhân,* Hứa Vĩ Văn * Nguyệt Nhi * Tường Vân * Tiết Cương * Lê Bình * Thương Tín,Nguyễn Nhất Huy,Nguyễn Hoàng,,Đài Truyền hình Việt Nam,,,,,,VTV3,5 tháng 10 năm 2002,,,,,,,,"""Cây huê xà"" của Sơn Nam",2,"Hãng phim Giải Phóng, Saigon Film",,,,,,,,,,,,,,,,,1,Huỳnh Nhân Sỹ,,"Bình Hòa Phước, huyện Long Hồ, tỉnh Vĩnh Long",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lý Huỳnh Long,,,,Lưu luyến tình quê – Đông Đào & Lâm Vũ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hải Âu,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hải Âu,,Lê Bảo Trung,Nguyễn Việt Hùng,Ngô Hoàng Giang,,"Nguyễn Phi Hùng, Kim Hương",Lê Quang,Phạm Việt Phước,Anh Tùng,Hãng phim Truyền hình Thành phố Hồ Chí Minh,Công ty Điện ảnh Thành phố Hồ Chí Minh,28 tháng 4 năm 2004,90 phút,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mỹ nhân Sài thành,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mỹ nhân Sài Thành,,Lê Cung Bắc,,,,"Dương Mỹ Linh, Khánh My, Ngân Khánh, Lê Bình, Thương Tín, Lý Hùng, Huỳnh Đông, Khánh Huyền, Mai Sơn Lâm",,,,,,,45 phút/tập (có quảng cáo),tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,Đinh Thiên Phúc,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phim truyền hình,"Đài Truyền hình Việt Nam, Cát Tiên Sa","VTV1, VTV3, VTV6, VTV9",,,,,7 tháng 5 năm 2018,28 tháng 8 năm 2018,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đánh tráo số phận,Trang trại hoa hồng,,,,,,,,,,,,,,,,,,,,,HD 1080i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hai người vợ,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hai người vợ,,Võ Việt Hùng,,,,"Ngọc Lan, Thanh Duy, Quỳnh Lam, Hoàng Trinh",,,,,,,45/phút tập (không bao gồm quảng cáo),tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,Hạ Thu,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phim truyền hình,M&T Pictures,,,31,,THVL1,2 tháng 1 năm 2016,6 tháng 2 năm 2016,,,,,,,,,,,,,,''Chữ Trinh'' của tác giả Hạ Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kẻ thù giấu mặt,Trọn nghĩa thủy chung,,,,,,,,,,,Nguyễn Thị Bích Hoàn,,,,,,,,,,,,,Nguyễn Thị Trúc Mai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lời nguyền (phim truyền hình),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Xuân Hiệp,,,,,,,,,,,45 phút/tập (không bao gồm quảng cáo),tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,Lời nguyền,,,,Nguyễn Xuân Hiệp,"Quỳnh Lam, Lê Mạnh Phương, Bảo Anh, Mã Trung, Hoài An, Thủy Cúc, Lê Vinh, Huỳnh Điệp Kiều Ngân",,,,,,,,,,THVL1,9 tháng 11 năm 2016,,,,,,,,tiểu thuyết cùng tên của nhà văn Văn Mỹ Lan,30,Hãng phim Cửu Long,,,13 tháng 12 năm 2016,,,,,,,,,,,,,,,"Phan Hoàng, Nguyễn Thị Thanh Việt",,,,,,,,,,,,,,,,,,,,,,,Dòng nhớ,Song sinh bí ẩn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vượt qua thử thách,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 phút (bao gồm quảng cáo),,,,HanoiTV1,2 tháng 5 năm 2004,,,,,,Vượt qua thử thách,Trò chơi truyền hình,,,"Đài Phát thanh – Truyền hình Hà Nội, Vietba Media",,,27 tháng 4 năm 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4:3 SDTV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quang Vinh, Thu Hương, Long Hoàng, Trần Lập, Hạnh Dung",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sóng tình,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đinh Xuân Hòa, Yu Yong Shin, Trần Phong",,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"tâm lý, tình cảm, xã hội",,,,,,,,,,,"Việt Nam Cộng hòa, Đài Loan",,,,,,,,,,,,,,,,,,Sóng tình.jpg,,Phùng Tư Thành,Nguyễn Đình Thiều (tiểu thuyết),,,Vĩnh Hiên,,,,90 phút,,,,,1972,,,,,,Sóng tình,Phim màu,,,"Việt Nam Films, Tinh Hoa Films, Asia Films",,"Việt Nam Cộng hòa, Đài Loan, Thái Lan",,,,,,,,,,,,,,,,,,Sài Gòn,Yellow,,,,,,,,,,,,,,"Nguyễn Văn Nghệ, Hoàng Văn Mai",,,,,,,,,,,,,,,,,Nguyễn Thanh Vũ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ngọc Trai, Ánh Việt, Lý Cát Bái",,,,,,,,,,,,,,,,,,,,,,,,,,
Kế hoạch hoàn hảo,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Võ Việt Hùng,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,"Nhã Huy, Lê Thu Hồng, Trần Thanh Lân","Lê Hạ Anh, Thanh Duy, Tuyết Thu, Trung Dũng, Thanh Bình, Huỳnh Trường Thịnh",,,,,,50 phút/tập (không bao gồm quảng cáo),,,,,20 tháng 9 năm 2023,,,,,,Kế hoạch hoàn hảo,Phim truyền hình,,52,M&T Pictures,THVL1,,18 tháng 11 năm 2023,,,,,,,,,,,,,,,,,,,,,,,Có hẹn với yêu thương,Đánh cắp số phận,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiếp phù du,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hải Ninh,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,điện ảnh,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,222px,,,"Hải Ninh, Trần Quốc Huấn",,,Trần Trung Nhàn,,Hãng phim Phương Nam,,90 phút,,,,,1990,,,,,,Kiếp phù du,,,,Hãng phim truyện Việt Nam,,Việt Nam,,,,,,,,,,,,,,,,,Hải Ninh,Hà Nội,Wheat,Trần Quang Chính,Đỗ Hồng Quân,,,''Đêm hội Long Trì'' (1989),,,,,,,,,"Trần Trung Nhàn, Trần Hữu Hiếu, Nguyễn Văn Hợp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghen (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phạm Thanh Phong,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,"điện ảnh, truyền hình",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Phạm Thanh Phong,,,,,,,90 phút,,,,,1998,,,,,,Ghen,Phim truyền hình,truyện ngắn cùng tên của Khánh Hoài,,"Trung tâm Phim truyền hình Việt Nam, Đài truyền hình Việt Nam",VTV1,,,,,,,,,,,,,,,,,,,,Orchid,,Phạm Ngọc Khôi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cửa hàng Lopa,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phạm Thanh Phong,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,"điện ảnh, truyền hình",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,"Phạm Thanh Phong, Lê Tuấn Phong","Quốc Khánh, Chí Trung",,,,,,80 phút,,,,,1998,,,,,,Cửa hàng Lopa,Phim truyền hình,,,"Hãng phim Truyền hình Việt Nam, Đài truyền hình Việt Nam",VTV1,,,,,,,,,,,,,,,,,,,,Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tết này ai đến xông nhà,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tết này ai đến xông nhà,,Trần Lực,Dương Đăng Hinh,Lê Ngọc Minh,,Quốc Khánh *Trần Hoàng Xuân *Trịnh Thịnh *Chí Trung,Ngọc Châu,Lý Thái Dũng,Việt Nga,"Hãng Phim truyện Việt Nam, Hãng phim Đông A","FAFILM Việt Nam, Hãng Phim truyện Việt Nam","4 tháng 2 năm 2002 (Hà Nội), 9 tháng 2 năm 2002 (Tp.HCM)",88 phút,Tiếng Việt,,550 triệu VNĐ,,,,,,,,,,,,,,,,,hài,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lục Vân Tiên (phim truyền hình),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đỗ Phú Hải, Lê Bảo Trung, Nguyễn Phương Điền",,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,"Dương Linh, Hoàng Tích Chỉ","Hồng Ánh, Chi Bảo, Trương Ngọc Ánh, Cao Minh Đạt, Mỹ Uyên, Nguyên Vũ, Quyền Linh, Phước Sang, Kim Thư, Thân Thúy Hà",,,,,,60 phút/tập (không bao gồm quảng cáo),,,,,2004,,,,,,Lục Vân Tiên,Phim truyền hình,truyện thơ cùng tên của Nguyễn Đình Chiểu,14,"Hãng phim Truyền hình Thành phố Hồ Chí Minh, Đài Truyền hình Thành phố Hồ Chí Minh",HTV7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bồ công anh trước gió,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quách Khoa Nam,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Vũ Thị Thanh Hương,"Vũ Ngọc Ánh, Thanh Bình, Đàm Phương Linh, Huỳnh Lam Anh, Nguyễn Quốc Trường Thịnh",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,2 tháng 5 năm 2021,,,,,,Bồ công anh trước gió,Phim truyền hình,,33,Công ty cổ phần Chào Việt Nam,SCTV14,,3 tháng 6 năm 2021,,,,,,,,,,,,,,,,,,,,,,,Anh yêu mẹ đơn thân,Dương thế bao la sầu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xuân ấm tình người,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quách Khoa Nam,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Phượng Vỹ,"Mai Huỳnh, Phương Bình, Mai Dũng, Quách Khoa Nam, Lê Trang, Ngọc Xuyên, Dũng Nhí, Quang Thái, Tăng Huỳnh Như",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,21 tháng 1 năm 2022,,,,,,Xuân ấm tình người,Phim truyền hình,,7,Công ty MIA,THVL1,,28 tháng 1 năm 2022,,,,,,,,,,,,,,,,,,,,,,,Nghiệp sinh tử (phần 3),Tình thắm duyên xuân,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tình yêu dối lừa,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trần Ngọc Phong,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Nguyễn Mỹ Hà,"Anh Tài, Bích Ngọc, Nguyễn Quốc Trường Thịnh, Đàm Phương Linh",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,14 tháng 2 năm 2023,,,,,,Tình yêu dối lừa,Phim truyền hình,,44,M&T Pictures,THVL1,,5 tháng 4 năm 2023,,,,,,,,,,,,,,,,,,,,,,,Ăn tết miệt vườn,Thử thách cuộc đời,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bụi đời chợ quê,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ngụy Minh Khang,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,Bụi đời chợ quê,,,,Ngụy Minh Khang,* Hứa Minh Đạt * Nguyễn Quốc Trường Thịnh * Ái Vân * Thạch Kim Long * Y Nhu * Tuấn Voi * Mộc Giàu * Khắc Báo * Jackie Tom * Đại Bảo Bảo * Ba Tây * Đức SVM * Triệu An * Khả Luân * Hồng Vân * Hồ Nhi * Quỳnh Lâm,,,,,,99 phút,,,,Shine TV,15 tháng 7 năm 2022,,,,,,,,,4,Công ty cổ phần giải trí và truyền thông Tỏa Sáng,,,19 tháng 8 năm 2022,,,,,,,,,,,,,,,Liam Nguyễn,"Ngụy Minh Khang, Aimi, Thanh Nga",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ám ảnh xanh,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*Châu Huế *Vũ Đình Thân (Phó đạo diễn),,,,,,,,,,,,tiếng Việt,5-7 tỉ,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,* *Thu Hương *Quốc Anh *Kiến An *Thái Bảo *Tuấn Khang *Thu Hằng *Lê Hồng Sơn,,,,,,40 phút,,,,VTV1,8 tháng 3 năm 2010,,,,,,,,''Ám ảnh xanh'' (kịch),36,Hãng phim truyện Việt Nam,,,15 tháng 6 năm 2010,,,,,,,,,,,,,,,,,"Thành phố Hồ Chí Minh, Hà Nội, Mũi Né, Vũng Tàu",,,,,,,,,,,,,,,,,,,,,Đại gia đình,Cuồng phong,,,,,,,,,,,,,,Tình người như dòng sông,,,,,,,,,,,,,,,,,,,,,Ba lần và một lần,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Đôi mắt của trái tim,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đỗ Phú Hải,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,Đôi mắt của trái tim.jpeg,,,Phan Ngọc Diễm Hân,"Kim Tuyến, Thành Được, Lê Phương, Cao Minh Đạt, Diễm My, NSƯT Thanh Hoàng",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,3 tháng 6 năm 2014,,,,,,Đôi mắt của trái tim,Phim truyền hình,,40,"Hãng phim Midi, IMC",TodayTV,,29 tháng 7 năm 2014,,,,,,,,,,,,,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Những ông bố độc thân,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSƯT Nguyễn Thanh Vân,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Thanh Hương,"Hoàng Phúc, Quốc Cường, Đoàn Thanh Tài, Ngọc Tưởng",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,21 tháng 8 năm 2010,,,,,,Những ông bố độc thân,Phim truyền hình,,30,M&T Pictures,HTV9,,29 tháng 10 năm 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cải ơi,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Phương Điền,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"điện ảnh, truyền hình",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,Cải ơi!,,,Huỳnh Long Hải,Hoài Hương,*Quang Tuấn *Bằng Lăng *Mạc Can,,Trần Đức Long,,Đài Truyền hình Thành phố Hồ Chí Minh,,90 phút,,,,BTV1,"4 tháng 2, 2007",,,,,,,,"""Cải ơi"" và ""Biển đời mênh mông"" của Nguyễn Ngọc Tư",1,Hãng phim Truyền hình Thành phố Hồ Chí Minh,,,,,,,,,,,,,,,,,,Trương Minh Phúc,Đỗ Phú Hải,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giao thừa (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hồ Thanh Tuấn,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,222px,,Đại học Sân khấu - Điện ảnh thành phố Hồ Chí Minh,Hồ Thanh Tuấn,,,,,,,,,,,,2009,,,,,,Giao thừa,,,,,VTV6,Việt Nam,,,,,,,,,,,,,,,,,,,Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Đường đua (phim năm 2009),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đường đua,,Nguyễn Trọng Hải,,Huy Thành,,"Trương Thị May, Quang Tuấn",,,,Công ty truyền thông và giải trí Ngôi sao,,2009,,Tiếng Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mặn hơn muối,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mặn hơn muối,,Nhâm Minh Hiền,,,,"Ngọc Lan, Bella Mai, Quang Tuấn, Quốc Huy, Khánh Hiền",,,,,,,45 phút/tập (không bao gồm quảng cáo),tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,"Lê Quang Thanh Tâm, Vy Uyên",,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phim truyền hình,"M&T Pictures , TKL",,,38,,HTV7,28 tháng 10 năm 2015,31 tháng 12 năm 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nguyễn Thị Bích Hoàn, Lê Thị Bảo Chi, Nhâm Minh Hiền",,,,,,,,,,,,"Bà Rịa – Vũng Tàu, Ninh Thuận",Nguyễn Thị Trúc Mai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ngày mai bình yên,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vũ Trường Khoa, Hoàng Tích Thiện",,,,"Trung Hiếu, Thúy Hà, Kiều Anh, Tố Uyên, Kiều My",,,,,,,45 - 50 phút/tập (không bao gồm quảng cáo),Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,"Lại Phương Thảo, Diệu Linh, Phượng Diễm",,Việt Nam,,,,,,,,,,,,,,,,,,Ngaymaibinhyenposter.jpeg,,,,,,,,,,,,Phim truyền hình,"Trung tâm Phim truyền hình Việt Nam, Đài Truyền hình Việt Nam",,,18,,,12 tháng 8 năm 2021 - 8 tháng 10 năm 2021,,Ngày mai bình yên,,,,,VTV3,,,,,,,,,,,,,,,,,,,,,,''Phía sau cánh cửa'',,,Hãy nói lời yêu,Mặt nạ gương,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
