id,type,info_name,info_image,info_ghi chú,info_đạo diễn,info_sản xuất,info_biên kịch,info_cốt truyện,info_diễn viên,info_âm nhạc,info_quay phim,info_dựng phim,info_hãng sản xuất,info_phát hành,info_công chiếu,info_thời lượng,info_ngôn ngữ,info_budget,info_doanh thu,info_1,info_2,info_3,info_4,info_5,info_6,info_7,info_8,info_9,info_10,info_11,info_12,info_13,info_14,info_15,info_16,infobox_tên,infobox_ghi chú,infobox_director,infobox_sản xuất,infobox_biên kịch,infobox_cốt truyện,infobox_cast,infobox_âm nhạc,infobox_quay phim,infobox_dựng phim,infobox_hãng sản xuất,infobox_phát hành,infobox_công chiếu,infobox_duration,infobox_language,infobox_budget,infobox_box_office,infobox_1,infobox_2,infobox_3,infobox_4,infobox_5,infobox_6,infobox_7,infobox_8,infobox_9,infobox_10,infobox_11,infobox_12,infobox_13,infobox_14,infobox_15,infobox_16,infobox_genre,info_tác giả,info_kịch bản,info_studio,info_quốc gia,info_kinh phí,info_website,info_imdb_id,infobox_tác giả,infobox_kịch bản,infobox_studio,infobox_country,infobox_website,infobox_imdb_id,info_caption,info_director,info_producer,info_writer,info_starring,info_music,info_cinematography,info_editing,info_distributor,info_released,info_runtime,info_country,info_language,info_gross,infobox_name,infobox_image,infobox_caption,infobox_producer,infobox_writer,infobox_starring,infobox_music,infobox_cinematography,infobox_editing,infobox_distributor,infobox_released,infobox_runtime,infobox_gross,infobox_định dạng,infobox_đơn vị sản xuất,infobox_network,infobox_first_aired,infobox_số tập,infobox_kích thước hình,infobox_kênh,infobox_phát sóng đầu,infobox_phát sóng cuối,infobox_show_name,infobox_format,infobox_based_on,infobox_num_episodes,infobox_company,infobox_channel,infobox_first_run,infobox_last_aired,infobox_image_size,infobox_narrator,infobox_screenplay,infobox_story,infobox_dẫn phim,infobox_dựa trên,infobox_17,infobox_18,infobox_19,infobox_20,infobox_show_name_2,infobox_creator,infobox_developer,infobox_num_seasons,infobox_executive_producer,infobox_editor,infobox_location,infobox_bgcolor,infobox_creative_director,infobox_theme_music_composer,infobox_opentheme,infobox_endtheme,infobox_preceded_by,infobox_followed_by,infobox_cỡ hình,infobox_người dẫn chuyện,infobox_img_size,infobox_df,infobox_Thiết kế mỹ thuật,infobox_id,infobox_title,infobox_camera,infobox_picture_format,infobox_based on,infobox_chú thích,infobox_italic title,infobox_Âm nhạc,infobox_phần trước,infobox_phần sau,infobox_nhạc kết,infobox_Nhan đề nghiêng,infobox_giám đốc sản xuất,infobox_công ty sản xuất,infobox_chú thích hình,infobox_imagesize,infobox_first_aired_vn,infobox_channel_vn,infobox_tên khác,infobox_composer,infobox_biên tập,infobox_độ dài,infobox_alt_name,infobox_open_theme,infobox_bgcolour,infobox_related,infobox_director of Photography,infobox_part,infobox_chỉ đạo nghệ thuật,infobox_creat‌ive_director,infobox_định_dạng_hình_ảnh,infobox_số phần,infobox_địa điểm,infobox_giám chế,infobox_nhạc dạo,infobox_last_aired_vn,infobox_phát sóng,infobox_nhạc sĩ,infobox_presenter,infobox_judges,infobox_picture,infobox_audio_format,infobox_italic_title,infobox_lồng tiếng,infobox_chương trình liên quan,infobox_imdb_rating,infobox_awards,infobox_Số tập,infobox_kỹ thuật quay,infobox_amg_id,infobox_state,infobox_image_alt,infobox_narrated,infobox_slogan,infobox_EpisodeNumber,infobox_Title,infobox_OriginalAirDate,infobox_ShortSummary,infobox_DOP,infobox_image size,infobox_num_series,infobox_co_exec,infobox_supervising_producer,infobox_wardrobe,infobox_stylist,infobox_border,infobox_định dạng âm thanh,infobox_end_theme,infobox_phát triển,infobox_inspired_by,infobox_production_website,infobox_color,infobox_D.O.P,infobox_Đạo diễn Hình Ảnh,infobox_phụ hòa âm,infobox_kênh vn,infobox_story_editor,infobox_số mùa,infobox_Website,infobox_list_episodes,infobox_voices,infobox_đạo diễn hình ảnh,infobox_alt,infobox_dẫn chương trình,infobox_hn,infobox_production_companies,infobox_1st AD,infobox_makeup,infobox_họa sĩ thiết kế
Vui lên nào anh em ơi,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vũ Minh Trí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,Vui lên nào anh em ơi,,,* Nguyễn Minh Thùy * Mai Văn Hóa,* Ngô Tuấn Dương * Nguyễn Thu Trang * Hà Thu Hà,* Dương Anh Đức * Trần Thái Sơn * Tô Tuấn Dũng * Thạch Thu Huyền * Nguyễn Anh Đào * Nguyễn Hương Giang,,Phan Hà Sơn,,,,40 – 45 phút/tập (không bao gồm quảng cáo),,,,VTV3,,,,,8 tháng 7 năm 2024,28 tháng 8 năm 2024,,,,21,"Trung tâm Phim truyền hình Việt Nam, Đài Truyền hình Việt Nam",,,,,,,,,,,,,,,,,,,Trịnh Khánh Hà,,,Nguyễn Khải Anh,,,,,,,,,,,,,,,,,,,''Trạm cứu hộ trái tim'',''Cảnh sát hình sự: Độc đạo'',,,,,,,,,,,,,'''Những kẻ mộng mơ''',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cầu vồng ở phía chân trời,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vũ Minh Trí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,Cầu vồng ở phía chân trời,,,"Nguyễn Minh Thùy, Mai Văn Hóa",Trần Diệu Linh,"* Nguyễn Trọng Lân, * Nguyễn Anh Đào, * Nguyễn Thanh Bình, * Lê Tú Oanh, * Phùng Khánh Linh, * Phạm Linh Huệ, * Bùi Gia Nghĩa, * Nguyễn Ngọc An Nhiên",,Vũ Trung Kiên,,Đài truyền hình Việt Nam,,45 – 50 phút/tập (không bao gồm quảng cáo),,,,VTV3,5 tháng 6 năm 2025,,,,,,,,,26,Trung tâm Phim truyền hình Việt Nam,,,29 tháng 8 năm 2025,,,,,,,,,,,,,,,,Lại Phương Thảo,,,Nguyễn Khải Anh,"""Cầu vồng yêu thương""",,,,,,,,,,,,,,,,,,Những chặng đường bụi bặm,Cách em 1 milimet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Và anh sẽ trở lại,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Và anh sẽ trở lại,,Đinh Tuấn Vũ,Đỗ Thanh Sơn,*Đinh Tuấn Vũ *Nguyễn Thị Nguyệt Nga,,* Nicolas Nguyễn * Khánh Linh * Thùy Linh * Grégoire Nuss * Trịnh Thịnh,"Việt Thanh ((nhạc nền)), Lê Cát Trọng Lý ((ca khúc))",*Nhữ Mạnh Cường *Trương Quốc Huy,Rain,Saa Productions,Megastar,1 tháng 11 năm 2013,90 phút,Tiếng Việt,3 tỷ đồng,,,,,,,,,,,,,,,,,,lãng mạn,,,,,,,,,Trịnh Lưu Diệu Thúy,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mátxcơva - Mùa thay lá,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trọng Trinh,,,,"Hồng Đăng, Hồng Diễm, Việt Anh",,,,,,,55 - 65 phút/tập (có bao gồm quảng cáo),,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phim truyền hình,,,,4,,VTV1,30 tháng 1 năm 2017,2 tháng 2 năm 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dưới bầu trời xa cách (VTV1), Hương vị tình thân (VTV1)","Con hảo hán, ba không ngán (VTV1), Phố trong làng (VTV1)",,,,,,,,,,,,,,,,,Mátxcơva - Mùa thay lá,,"Trung tâm Phim truyền hình Việt Nam, Đài Truyền hình Việt Nam",,,,,'''''Tìm nhau trong nỗi nhớ''''',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nhà trọ Balanha,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Khải Anh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"âm nhạc, truyền hình",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,Nhatrobalanha.jpeg,,,Đỗ Thủy Tiên,"Xuân Nghị, Công Dương, Trần Nghĩa, Quỳnh Kool, Bích Ngọc, Trần Vân",Xuân Phương,"Dương Tuấn Anh, Phạm Anh Thao, Trần Xuân Đại, Dương Văn Dũng",,Đài Truyền hình Việt Nam,,4550 phút (có quảng cáo),,,,,,,,,19 tháng 3 năm 2020,5 tháng 6 năm 2020,Nhà trọ Balanha,Phim truyền hình,"''Nhà trọ Waikiki'', JTBC",35,Trung tâm Phim truyền hình Việt Nam,VTV3,Việt Nam,,,,,,,,,,,,,,,,Đỗ Thanh Hải,"Lại Phương Thảo, Nguyễn Xuân Phi",Hà Nội và nhiều địa điểm khác,,,,Nhà trọ Balanha,Nhà trọ Balanha,Cô gái nhà người ta,Đừng bắt em phải quên,,,,,,,,,1080p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dolby Digital Plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hương Phù Sa,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Võ Tấn Bình,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,Hương phù sa,Tập tin:Ap phich Huong Phu Sa.jpg,,,Võ Tấn Bình,"Tăng Thanh Hà, Kim Hiền, Trương Minh Quốc Thái, Huỳnh Anh Tuấn, Minh Thư, Lý Thanh Thảo, Ngọc Lan",Duy Thoán,,,,2006,45 phút/tập (không bao gồm quảng cáo),,Phim truyền hình,"Hãng phim Truyền hình Thành phố Hồ Chí Minh, Đài Truyền hình Thành phố Hồ Chí Minh",HTV9,4 tháng 4 năm 2006,,,,,,,,,29,,,,2 tháng 5 năm 2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cù lao xác sống,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cù lao xác sống,,Nguyễn Thành Nam,,,,"* Huỳnh Đông, * Ốc Thanh Vân * Trần Phong * La Thành * Xuân Nghị * Lê Lộc",,,,"Galaxy Studio, ABC Picture, Đông Giao Production",Galaxy Studio,1 tháng 9 năm 2022,93 phút,Tiếng Việt,,"12,8 tỷ đồng",,,,,,,,,,,,,,,,,kinh dị,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,Áp phích phim tại rạp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Công nghệ thời trang,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đỗ Phú Hải,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Nguyễn Mạnh Tuấn,"Trương Minh Quốc Thái, Cao Minh Đạt, Đinh Y Nhung, Trí Quang, Lâm Bảo Như, Hoàng Anh",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,1 tháng 12 năm 2010,,,,,,Công nghệ thời trang,Phim truyền hình,,61,"Hãng phim Truyền hình Thành phố Hồ Chí Minh, Đài Truyền hình Thành phố Hồ Chí Minh",HTV9,,30 tháng 3 năm 2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Những ngọn nến trong đêm,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Đỗ Đức Thành, Mai Hồng Phong (phần 1), Vũ Hồng Sơn (phần 1), Nguyễn Khải Anh (phần 2)",,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,230px,Áp phích phim phần 2,,Đặng Minh Châu,"Mai Thu Huyền , Quyết Thắng, Bình Minh, Bá Anh, Thùy Dung, Đinh Y Nhung",,,,,,"83 phút/tập (phần 1), 45 phút/tập (phần 2)",,,,,"17 tháng 2 năm 2002 - 16 tháng 6 năm 2002 (phần 1), 24 tháng 2 năm 2016 - 29 tháng 6 năm 2016 (phần 2)","18 (phần 1), 36 (phần 2)",,,,,Những ngọn nến trong đêm,Phim truyền hình,,,"Trung tâm Phim truyền hình Việt Nam, Đài Truyền hình Việt Nam, Tincom Media (phần 2)",VTV3,,,,,,,,,,,,,,,,,,,,Pink,,,,,Khúc hát mặt trời,"Zippo, mù tạt và em",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiệm ăn của quỷ,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trần Hàm,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"chính kịch, kinh dị, truyền hình",,,,,,,,,"Tô Hoài Nam, Trần Hàm , Nguyễn Mai Nhật Ánh",,Việt Nam,,,,,,,,,,,,,,,,,Tiệm ăn của quỷ,Devil's Diner.jpg,Áp phích phim tại Việt Nam,"Mai Hoài Nguyễn Tuấn Anh , Ly Đỗ , Huỳnh Thanh Thanh , Nguyễn Thị Mỹ Trang",,"Lê Quốc Nam , Kiều Trinh , Lê Huỳnh , Trần Hiếu , Ba Tây , Võ Tấn Phát , Ma Ran Đô , Sỹ Toàn , Võ Điền Gia Huy , Lan Thy",Bruno Brugnano,,,,,52 phút/tập,,,,Netflix,"2025, 1, 26",,,,,,,,,6 (phần 1),"A Zero House , East Films , Kontribute",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4K (Ultra HD),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mười: Lời nguyền trở lại,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hằng Trịnh,,Oscar Dương,,,,,,,,,,Tiếng Việt,,,2022,9,30,Việt Nam,,,,,,,,,,,,,"chính kịch, điện ảnh, kinh dị",,,,,,,,,,"Silver Moonlight Entertainment , ProductionQ - Creative House",Việt Nam,,,,,,,,,,,,,,,,,Mười: Lời nguyền trở lại,Poster phim Muoi loi nguyen tro lai 2022.jpg,Áp phích tại Việt Nam,,,* Chi Pu * Rima Thanh Vy * Hồng Ánh * Bình Minh * Anh Thư,,,,,"2022, 9, 30, Việt Nam",95 phút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mười (phim),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Những chiếc lá thời gian,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Những chiếc lá thời gian,,"Lê Cung Bắc, Bùi Quang Đạt","Sâm Thương, Xuân Đào","Châu Thổ, Bùi Quang Đạt",,* Quang Dũng * Việt Trinh * Diệp Lang * Thanh Nguyệt * Jennifer Phạm * Hà Xuyên,Bảo Phúc,Trương Minh Chiến *Đỗ Lệnh Dũng *Emory Kristof,,Hãng Senafilm,"Green Lake Production LLC ((tại Hoa Kỳ)), Đài Truyền hình Bình Dương",tháng 3 năm 2007,120 phút,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lời sám hối,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bùi Ngọc Nam Phương,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Bùi Ngọc Nam Phương,"Nhật Kim Anh, Quỳnh Lam, Lý Hùng, Võ Hiệp, Thủy Cúc, Kiều Trinh, Bích Trâm, Hoàng Anh",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,THVL1,1 tháng 10 năm 2014,,,,,,Lời sám hối,Phim truyền hình,,44,Đài Phát thanh - Truyền hình Vĩnh Long,,,19 tháng 11 năm 2014,,,,,,,,,,,,,,,,,,,,,"""Muộn Màng""","""Thà Người Đừng Hứa""",,,,,,,,,,,,,,,,Thế lực ngầm,Bóng giang hồ,,,,,,,,,,,,,,,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Độc thân tuổi 30,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xuân Cường,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Nắng Sài Gòn,"Lê Khánh, Quý Bình, Nhật Kim Anh",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,10 tháng 9 năm 2014,,,,,,Độc thân tuổi 30,Phim truyền hình,,30,"Hãng phim Tâm Điểm, IMC",TodayTV,,21 tháng 10 năm 2014,,,,,,,,,,,,,,,,,,Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lưới trời (phim 2020),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Phương Điền,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,Mia's Wings Entertainment,Nguyễn Thị Mộng Thu,"Nhật Kim Anh, Trung Dũng, Thân Thúy Hà, Khương Thịnh, Bích Ngọc, Thanh Duy, Lê Hạ Anh, Tim, Vũ Ngọc Ánh",,Nguyễn Thanh Phúc,,,,25 phút/tập (không bao gồm quảng cáo),,,,,4 tháng 10 năm 2021,,,,,,Lưới trời,Phim truyền hình,,109,Đài Phát thanh - Truyền hình Vĩnh Long,"THVL1 , Netflix",,31 tháng 10 năm 2022,,,,,,,,,,,,,,,Lê Nguyên Hưng,,,,,,,,,Bí mật nghiệt ngã,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Thanh Phúc,Nguyễn Thanh Phúc,,,,,,,,,,,,,,,
Làm rể Mười Xuân,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Võ Đình Nhật Tân,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Điền Quân,"Thanh Nam, Tường Vi, Lê Minh Thành, Tuyền Mập, Lê Nam, Khánh Ngô, Huỳnh Nhu",,,,,,70 - 75 phút/tập (không bao gồm quảng cáo),,,,,22 tháng 1 năm 2020,,,,,,Làm rể Mười Xuân,Phim truyền hình,,16,Điền Quân Media & Entertainment,"HTV7, TodayTV",,20 tháng 3 năm 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sui gia hay xui gia,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhật Trung,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Điền Quân,"NSND Thanh Nam, Đào Anh Tuấn, Phước Sang, Bích Hằng, Long Đẹp Trai, Anh Tài, Thúy Diễm, Gin Tuấn Kiệt, PT Ngọc Diệp",,,,,,30 - 40 phút/tập (không bao gồm quảng cáo),,,,,14 tháng 3 năm 2022,,,,,,Sui gia hay xui gia,Phim truyền hình,,31,Điền Quân Media & Entertainment,HTV7,,5 tháng 5 năm 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vũ khúc ánh trăng,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vũ khúc ánh trăng,,Đặng Thái Huyền,Nguyễn Văn Vang,Nguyễn Thu Dung,,* Minh Phụng * Thu Hường * Thúy Diễm,Trịnh Ngọc Tân,Lâm Thành Ngọc,"Đặng Hoàng Anh, Vũ Thu Hương",Điện ảnh Quân đội nhân dân,Điện ảnh Quân đội nhân dân,năm 2011,85 phút,Tiếng Việt,,,,,,,,,,,,,,,,,,,điện ảnh,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuyện ngày xưa,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Hùng Lâm,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,"Thành Lộc, Bạch Long, Thanh Thủy, Hoàng Trinh, Đình Toàn",,,,,,,,,,HTV,,,,,,,''Chuyện ngày xưa'',"Cổ tích, Kịch, Thiếu nhi",,68,Sân khấu kịch Idecaf,,,,,,,,,,,,,,,,,,Nguyễn Hùng Lâm,,Sân khấu kịch Idecaf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ngày xửa... ngày xưa,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/@nhahatkichidecaf,,,,,,,,,,,,,,,,,,
Ký ức vui vẻ,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,140px,Logo của ''Ký ức vui vẻ'',Lữ Thị Thùy Vân,,,,,,,,65 - 140 phút,,,,VTV3,xem danh sách lịch phát sóng các mùa của chương trình ''Ký ức vui vẻ'',,,,,,Ký ức vui vẻ,,,71,"Đông Tây Promotion, Đài Truyền hình Việt Nam",,Việt Nam,,,,,,,,,,,,,,Lữ Thị Thùy Vân,4,,,,,John Park,,,,,,,,,,,,,,1080p (HDTV),,,,,,,,,Triệu Thế Hiệp,,,,,,,,,,,,,,,,,,,,,,,,,,"Lại Văn Sâm (Mùa 1 - Mùa 3) , Thảo Vân (Mùa 4)",,,Dolby Digital 5.1,,,,,,,,,,,Nguyễn Hữu Chiến Thắng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Đợi tàu,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trương Dũng,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,"điện ảnh, truyền hình",,,,,,,,,Phan Thị Diệu Thủy,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,"Kim Khánh, Lê Trung Cương, Lê Bình, Nguyễn Hậu",,,,,,84 phút,,,,,1998,,,,,,Đợi tàu,Điện ảnh truyền hình,,1,"Hãng phim Truyền hình Thành phố Hồ Chí Minh, Đài Truyền hình Thành phố Hồ Chí Minh",HTV9,Việt Nam,,,,,,,,,,,,,,,,,,,Pink,,Bảo Phúc,,,,,,,,,,,,,PAL,''Đợi tàu'' của nhà văn Phan Thị Diệu Thủy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cha con ông Mắt Mèo,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cha con ông Mắt Mèo,,Lâm Lê Dũng,,,,Lê Bình,,,,Hãng phim Giải Phóng,,1998,,Tiếng Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cao Thụy,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cầu thang tối,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cầu thang tối,,Đào Bá Sơn,Nguyễn Việt Hùng,Võ Phi Hùng,,"Hồng Ánh, Phương Điền, Kim Tính, Trọng Hải",Bảo Chấn,Bùi Vi Nghi,"Thu Hương, Tích Lan, Đức Long",TFS,,1998,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"điện ảnh, truyền hình",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
