source,target,film_count,films,collaboration_types,weight
Đức Hùng,Diệp Anh,0,,,0.3
Đức Hùng,Quốc Tuấn (diễn viên),0,,,0.3
Đức Hùng,Đức Sơn (diễn viên),0,,,0.3
Đức Hùng,Tuấn Phong,0,,,0.3
Đức Hùng,Vũ Đình Thân,0,,,0.3
Đức Hùng,Doãn Hoàng Kiên,0,,,0.3
Đức Hùng,Bùi Trần Tuệ Minh,0,,,0.3
Đức Hùng,Thanh Trang,0,,,0.3
Đức Hùng,Thanh Tú (diễn viên),2,"Hành trình công lý, Mê cung (phim truyền hình)",actor-actor,2.0
Đức Hùng,Phạm Anh Tuấn (diễn viên),1,Hành trình công lý,actor-actor,1.0
Đức Hùng,Ngọc Quỳnh (diễn viên),1,Hồ sơ cá sấu,actor-actor,1.0
Đức Hùng,Lê Tuấn Anh (diễn viên),1,Hồ sơ cá sấu,actor-actor,1.0
Đức Hùng,Hồng Đăng (diễn viên),1,Mê cung (phim truyền hình),actor-actor,1.0
Đức Hùng,Công Lý (diễn viên),3,"Mê cung (phim truyền hình), Tình khúc bạch dương, Dưới bóng cây hạnh phúc",actor-actor,3.0
Vĩnh Xương (diễn viên),Hoàng Phúc Anh,1,Hồ sơ cá sấu,actor-actor,1.0
Vĩnh Xương (diễn viên),Phùng Đức Hiếu,1,Hồ sơ cá sấu,actor-actor,1.0
Vĩnh Xương (diễn viên),Bá Anh,1,Hồ sơ cá sấu,actor-actor,1.0
Vĩnh Xương (diễn viên),Đào Thúy Hường,1,Hồ sơ cá sấu,actor-actor,1.0
Vĩnh Xương (diễn viên),Thanh Sơn (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Lương Thu Trang,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Trịnh Mai Nguyên,2,"Đấu trí (phim truyền hình Việt Nam), Biệt dược đen",actor-actor,2.0
Vĩnh Xương (diễn viên),Xuân Phúc,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Lê Hồng Quang (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Tô Dũng,2,"Đấu trí (phim truyền hình Việt Nam), Anh có phải đàn ông không",actor-actor,2.0
Vĩnh Xương (diễn viên),Anh Đào,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Nguyễn Thùy Dương,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Lê Tuấn Anh (diễn viên sinh 1970),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Trần Đức (diễn viên),3,"Đấu trí (phim truyền hình Việt Nam), Biệt dược đen, Cầu thang nhà A6",actor-actor,3.3
Vĩnh Xương (diễn viên),Tú Oanh,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.3
Vĩnh Xương (diễn viên),Trần Thị Diễm Hương,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Chu Quỳnh Chi,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Nguyễn Hải (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Quốc Trị,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Ngọc Thoa,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Kiều Minh Hiếu,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Quách Thu Phương,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Minh Hằng (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.3
Vĩnh Xương (diễn viên),Phú Đôn,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.3
Vĩnh Xương (diễn viên),Hoàng Huy,2,"Đấu trí (phim truyền hình Việt Nam), Anh có phải đàn ông không",actor-actor,2.0
Vĩnh Xương (diễn viên),Chí Dương,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Đỗ Quỳnh Hoa,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Lưu Duy Khánh,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Hoàng Khải,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.3
Vĩnh Xương (diễn viên),Hoàng Công,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Trịnh Xuân Hảo,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Tiến Huy,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Thu Huyền,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Hoàng Anh Vũ,2,"Đấu trí (phim truyền hình Việt Nam), Biệt dược đen",actor-actor,2.0
Vĩnh Xương (diễn viên),Minh Cúc,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Linh Huệ,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Nguyễn Mạnh Cường,2,"Đấu trí (phim truyền hình Việt Nam), Độc đạo",actor-actor,2.0
Vĩnh Xương (diễn viên),Cao Môn,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Mạnh Hùng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Thanh Chi,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Việt Bắc,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Thanh Huyền,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Xuân Đồng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Đào Hoàng Yến,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Hoàng Tùng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Hồ Uy Linh,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Hồng Liên,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Linh Hương,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Tùng Anh,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Đặng Tam Thuận,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Lê Ngọc Quang,2,"Đấu trí (phim truyền hình Việt Nam), Độc đạo",actor-actor,2.0
Vĩnh Xương (diễn viên),Mạnh Đạt,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Vương Anh,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Trương Hoàng,3,"Đấu trí (phim truyền hình Việt Nam), Biệt dược đen, Độc đạo",actor-actor,3.0
Vĩnh Xương (diễn viên),Lâm Tùng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Hoàng Ngọc Hải,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Xuân Thắng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Nguyễn Tiến Việt,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Trần Tài,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Lâm Hoàng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Huyền Trang Mù Tạt,2,"Anh có phải đàn ông không, Biệt dược đen",actor-actor,2.0
Vĩnh Xương (diễn viên),Phạm Đình Hưng,1,Anh có phải đàn ông không,actor-actor,1.0
Vĩnh Xương (diễn viên),Phương Hạnh,1,Anh có phải đàn ông không,actor-actor,1.0
Vĩnh Xương (diễn viên),Trần Hoàng,1,Anh có phải đàn ông không,actor-actor,1.0
Vĩnh Xương (diễn viên),Tiến Ngọc,1,Anh có phải đàn ông không,actor-actor,1.0
Vĩnh Xương (diễn viên),Hoàng Kim Ngọc,1,Anh có phải đàn ông không,actor-actor,1.0
Vĩnh Xương (diễn viên),Trúc Quỳnh,1,Anh có phải đàn ông không,actor-actor,1.0
Vĩnh Xương (diễn viên),Nam Việt,1,Anh có phải đàn ông không,actor-actor,1.0
Vĩnh Xương (diễn viên),Đỗ Huệ,1,Anh có phải đàn ông không,actor-actor,1.0
Vĩnh Xương (diễn viên),Phúc Minh,1,Anh có phải đàn ông không,actor-actor,1.0
Vĩnh Xương (diễn viên),Huỳnh Anh (diễn viên),1,Biệt dược đen,actor-actor,1.0
Vĩnh Xương (diễn viên),Lê Hoàng Long,1,Biệt dược đen,actor-actor,1.0
Vĩnh Xương (diễn viên),Ngọc Quỳnh (diễn viên),1,Hồ sơ cá sấu,actor-actor,1.0
Vĩnh Xương (diễn viên),Bình An (diễn viên),1,Biệt dược đen,actor-actor,1.0
Vĩnh Xương (diễn viên),Phạm Tuấn Anh,2,"Biệt dược đen, Độc đạo",actor-actor,2.0
Vĩnh Xương (diễn viên),Đỗ Duy Nam,2,"Biệt dược đen, Độc đạo",actor-actor,2.0
Vĩnh Xương (diễn viên),Thanh Huế,1,Biệt dược đen,actor-actor,1.0
Vĩnh Xương (diễn viên),Quỳnh Châu,1,Biệt dược đen,actor-actor,1.0
Vĩnh Xương (diễn viên),Thái Sơn,1,Biệt dược đen,actor-actor,1.0
Vĩnh Xương (diễn viên),Lê Na,1,Biệt dược đen,actor-actor,1.0
Vĩnh Xương (diễn viên),Trần Quốc Trọng,1,Bão qua làng,director-actor,1.0
Vĩnh Xương (diễn viên),Bùi Hồng Nhật Hà,1,Biệt dược đen,actor-actor,1.0
Vĩnh Xương (diễn viên),Khánh Linh,1,Biệt dược đen,actor-actor,1.0
Vĩnh Xương (diễn viên),Nguyễn Tú,2,"Biệt dược đen, Độc đạo",actor-actor,2.0
Vĩnh Xương (diễn viên),Hồng Ngọc,1,Biệt dược đen,actor-actor,1.0
Vĩnh Xương (diễn viên),Tuấn Vũ,2,"Biệt dược đen, Độc đạo",actor-actor,2.0
Vĩnh Xương (diễn viên),Chí Trung,1,Độc đạo,actor-actor,1.3
Vĩnh Xương (diễn viên),Vũ Việt Hoa,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),"Nguyễn Hà Trung (Trung ""Ruồi"")",1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Bùi Bài Bình,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Nguyễn Thị Thanh Huế,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Tô Tuấn Dũng,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Đặng Minh Cúc,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Nguyễn Phú Kiên,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Lê Bá Anh,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Mai Thị Thu Huyền,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Phạm Tất Thành,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Trần Hoàng Nhật,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Ngô Thu Thuận,1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),"Chu Mạnh Cường (Cường ""Cá"")",1,Độc đạo,actor-actor,1.0
Vĩnh Xương (diễn viên),Trịnh Thịnh,1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Thanh Năng,1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Lê Tuấn,1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Quốc Khánh (nghệ sĩ),1,Cầu thang nhà A6,actor-actor,1.3
Vĩnh Xương (diễn viên),Minh Quốc,1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Phát Triệu,1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Ngân Hoa,1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Xuân Bắc (diễn viên),1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Tuyết Liên,1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Tuấn Minh,1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Thanh Nam,1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Thu Hằng (nghệ sĩ chèo),1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Thu Hường,1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Mỹ Linh,0,,,0.3
Vĩnh Xương (diễn viên),Trọng Hải,0,,,0.3
Vĩnh Xương (diễn viên),Lê Hoàng,0,,,0.3
Vĩnh Xương (diễn viên),Trần Lực,0,,,0.3
Vĩnh Xương (diễn viên),Hiền Mai,0,,,0.3
Vĩnh Xương (diễn viên),Dũng Yoko,0,,,0.3
Vĩnh Xương (diễn viên),Công Lý (diễn viên),1,Bão qua làng,actor-actor,1.0
Vĩnh Xương (diễn viên),Nguyễn Minh Trang,0,,,0.3
Vĩnh Xương (diễn viên),Lan Hương (diễn viên sinh 1963),0,,,0.3
Vĩnh Xương (diễn viên),Tuấn Quang,0,,,0.3
Vĩnh Xương (diễn viên),Lan Hương (diễn viên sinh 1961),0,,,0.3
Vĩnh Xương (diễn viên),Nguyễn Anh Dũng (diễn viên),0,,,0.3
Vĩnh Xương (diễn viên),Thanh Thanh Hiền,0,,,0.3
Vĩnh Xương (diễn viên),Phạm Tuấn Quang,0,,,0.3
Vĩnh Xương (diễn viên),Lê Vũ Long,0,,,0.3
Vĩnh Xương (diễn viên),Duy Hậu,0,,,0.3
Vĩnh Xương (diễn viên),Võ Hoài Nam,0,,,0.3
Vĩnh Xương (diễn viên),Nguyễn Vĩnh Xương,0,,,0.3
Vĩnh Xương (diễn viên),Kim Oanh (diễn viên),0,,,0.3
Vĩnh Xương (diễn viên),Đường Minh Giang,0,,,0.3
Vĩnh Xương (diễn viên),Giang Còi,0,,,0.3
Vĩnh Xương (diễn viên),Trần Nữ Yên Khê,0,,,0.3
Vĩnh Xương (diễn viên),Thanh Lam,0,,,0.3
Vĩnh Xương (diễn viên),Phạm Anh Tuấn (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Lê Tuấn Anh (diễn viên),1,Hồ sơ cá sấu,actor-actor,1.0
Vĩnh Xương (diễn viên),Thu Hà (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Thanh Thủy (diễn viên),1,Cầu thang nhà A6,actor-actor,1.0
Vĩnh Xương (diễn viên),Anh Dũng (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Quỳnh Trang,1,Bão qua làng,actor-actor,1.0
Vĩnh Xương (diễn viên),Tạ Am,2,"Cuồng phong (phim truyền hình), Bão qua làng",actor-actor,2.0
Vĩnh Xương (diễn viên),Trần Hạnh,1,Bão qua làng,actor-actor,1.0
Vĩnh Xương (diễn viên),Mậu Hòa,1,Bão qua làng,actor-actor,1.0
Vĩnh Xương (diễn viên),Kiều Thanh,1,Cuồng phong (phim truyền hình),actor-actor,1.0
Vĩnh Xương (diễn viên),Thanh Lâm,1,Cuồng phong (phim truyền hình),actor-actor,1.0
Vĩnh Xương (diễn viên),Sỹ Hoài,1,Cuồng phong (phim truyền hình),actor-actor,1.0
Vĩnh Xương (diễn viên),Hồ Liên,1,Bão qua làng,actor-actor,1.0
Vĩnh Xương (diễn viên),NSƯT Duy Thanh,1,Bão qua làng,actor-actor,1.0
Vĩnh Xương (diễn viên),NSƯT Thùy Liên,1,Bão qua làng,actor-actor,1.0
Vĩnh Xương (diễn viên),NSƯT Thu Hiền,1,Bão qua làng,actor-actor,1.0
Vĩnh Xương (diễn viên),NSƯT Tiến Mộc,1,Bão qua làng,actor-actor,1.0
Vĩnh Xương (diễn viên),Quốc Khánh (diễn viên),1,Cuồng phong (phim truyền hình),actor-actor,1.0
Vĩnh Xương (diễn viên),Minh Thư (diễn viên),1,Cuồng phong (phim truyền hình),actor-actor,1.0
Vĩnh Xương (diễn viên),Nguyễn Thanh Bình (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Vĩnh Xương (diễn viên),Diệu Hương (diễn viên),1,Cuồng phong (phim truyền hình),actor-actor,1.0
Hoàng Phúc Anh,Phùng Đức Hiếu,1,Hồ sơ cá sấu,actor-actor,1.0
Hoàng Phúc Anh,Bá Anh,1,Hồ sơ cá sấu,actor-actor,1.0
Hoàng Phúc Anh,Đào Thúy Hường,1,Hồ sơ cá sấu,actor-actor,1.0
Hoàng Phúc Anh,Tô Dũng,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Trần Trung Kiên,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Việt Bắc,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Sỹ Toàn,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Bùi Bài Bình,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Tú Oanh,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Ngọc Tản,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Thái Sơn,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Nguyễn Long Vũ,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Đặng Minh Cúc,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Trần Việt Hoàng,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Hoàng Triều Dương,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Đào Nguyễn Ánh,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Phụng Nghi,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Đào Phương Anh,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Gia Bảo,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Lưu Huyền Trang,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Lê Khả Sinh,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Trung Đức,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Trần Chiến,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Phương Nam,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Minh Hiếu,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Bùi Vũ Phong,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Hoàng Huy,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Minh Coca,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Quang Lâm,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Hoàng Ngọc Hải,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Minh Thu,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Khánh Linh,1,Cuộc chiến không giới tuyến,actor-actor,1.0
Hoàng Phúc Anh,Hồng Đăng (diễn viên),1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Thanh Hương (diễn viên),1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Bảo Thanh (diễn viên),1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Trần Quốc Trọng,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Văn Báu,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Hồng Quân,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Đào Thanh Bi,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Vũ Hải,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Lê Ngọc Quang,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Mạnh Hùng,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Đặng Tam Thuận,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Tiến Hợi,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Đinh Trọng Nguyên,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Bé Nam Anh,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Thanh Sơn (diễn viên),1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Tùng Dương (diễn viên),1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Huỳnh Anh (diễn viên),1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Hán Huy Bách,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Phạm Anh Tuấn (diễn viên),1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Hoàng Phúc Anh,Ngọc Quỳnh (diễn viên),1,Hồ sơ cá sấu,actor-actor,1.0
Hoàng Phúc Anh,Lê Tuấn Anh (diễn viên),1,Hồ sơ cá sấu,actor-actor,1.0
Phùng Đức Hiếu,Bá Anh,1,Hồ sơ cá sấu,actor-actor,1.0
Phùng Đức Hiếu,Đào Thúy Hường,1,Hồ sơ cá sấu,actor-actor,1.0
Phùng Đức Hiếu,Hoàng Hà (diễn viên),1,Chúng ta của 8 năm sau,actor-actor,1.0
Phùng Đức Hiếu,Nguyễn Hoàng Ngọc Huyền,1,Chúng ta của 8 năm sau,actor-actor,1.0
Phùng Đức Hiếu,Quỳnh Kool,1,Chúng ta của 8 năm sau,actor-actor,1.0
Phùng Đức Hiếu,Trần Nghĩa (diễn viên),1,Chúng ta của 8 năm sau,actor-actor,1.0
Phùng Đức Hiếu,Trần Quốc Anh (B Trần),1,Chúng ta của 8 năm sau,actor-actor,1.0
Phùng Đức Hiếu,Khôi Trần,1,Chúng ta của 8 năm sau,actor-actor,1.0
Phùng Đức Hiếu,Chu Diệp Anh,1,Chúng ta của 8 năm sau,actor-actor,1.0
Phùng Đức Hiếu,Nguyễn Ngọc An Nhiên,1,Chúng ta của 8 năm sau,actor-actor,1.0
Phùng Đức Hiếu,Ngọc Quỳnh (diễn viên),1,Hồ sơ cá sấu,actor-actor,1.0
Phùng Đức Hiếu,Lê Tuấn Anh (diễn viên),1,Hồ sơ cá sấu,actor-actor,1.0
Phùng Đức Hiếu,Thúy Hà (diễn viên),1,Chúng ta của 8 năm sau,actor-actor,1.0
Bá Anh,Đào Thúy Hường,1,Hồ sơ cá sấu,actor-actor,1.0
Bá Anh,Phú Đôn,1,Nàng dâu order,actor-actor,1.0
Bá Anh,Khuất Quỳnh Hoa,1,Nàng dâu order,actor-actor,1.0
Bá Anh,Quỳnh Kool,1,Nàng dâu order,actor-actor,1.0
Bá Anh,Bích Điệp,1,Nàng dâu order,actor-actor,1.0
Bá Anh,Tú Oanh,1,Nàng dâu order,actor-actor,1.0
Bá Anh,Hồng Vương,1,Nàng dâu order,actor-actor,1.0
Bá Anh,Ngọc Tản,2,"Nàng dâu order, Sóng ở đáy sông",actor-actor,2.0
Bá Anh,Trần Hạnh,1,Nhà có ba chị em,actor-actor,1.0
Bá Anh,Mai Thu Huyền,1,Nhà có ba chị em,actor-actor,1.0
Bá Anh,Kiều Thanh,1,Nhà có ba chị em,actor-actor,1.0
Bá Anh,Bùi Bài Bình,1,Nhà có ba chị em,actor-actor,1.0
Bá Anh,Mạnh Quân,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Duy Hậu,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Thu Hường,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Quang Thiện,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Mai Hòa,2,"Sóng ở đáy sông, Vị tướng tình báo và hai bà vợ",actor-actor,2.0
Bá Anh,Anh Huy,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Nguyễn Thanh Hiền,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Đặng Thị Phương Mai,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Lê Gia Khánh,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Quang Huy,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Xuân Anh,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Vũ Mai Hương,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Quốc Trị,1,Sóng ở đáy sông,actor-actor,1.0
Bá Anh,Ngọc Thoa,1,Vị tướng tình báo và hai bà vợ,actor-actor,1.0
Bá Anh,Phùng Tiến Minh,1,Vị tướng tình báo và hai bà vợ,actor-actor,1.0
Bá Anh,Ngọc Thư,1,Vị tướng tình báo và hai bà vợ,actor-actor,1.0
Bá Anh,Minh Tuấn,1,Vị tướng tình báo và hai bà vợ,actor-actor,1.0
Bá Anh,Quốc Anh nghệ sĩ chèo,1,Vị tướng tình báo và hai bà vợ,actor-actor,1.0
Bá Anh,Thúy Mùi,1,Vị tướng tình báo và hai bà vợ,actor-actor,1.0
Bá Anh,Thành An,1,Vị tướng tình báo và hai bà vợ,actor-actor,1.0
Bá Anh,Phương Oanh (diễn viên),1,Nàng dâu order,actor-actor,1.0
Bá Anh,Ngọc Quỳnh (diễn viên),1,Hồ sơ cá sấu,actor-actor,1.0
Bá Anh,Lê Tuấn Anh (diễn viên),1,Hồ sơ cá sấu,actor-actor,1.0
Bá Anh,Nguyễn Thanh Sơn (diễn viên),1,Nàng dâu order,actor-actor,1.0
